%time Wind Power_wind
9879 11.9070250576 7723.55030714
9880 11.9070250576 7723.55030725
9881 11.9070250576 7723.55030719
9882 11.9070250576 7723.55030704
9883 11.9070250576 7723.55030695
9884 11.9070250576 7723.55030702
9885 11.9070250576 7723.55030716
9886 11.9070250576 7723.55030722
9887 11.9070250576 7723.55030715
9888 11.9070250576 7723.55030703
9889 11.9070250576 7723.55030698
9890 11.9070250576 7723.55030705
9891 11.9070250576 7723.55030716
9892 11.9070250576 7723.55030719
9893 11.9070250576 7723.55030713
9894 11.9070250576 7723.55030703
9895 11.9070250576 7723.55030701
9896 11.9070250576 7723.55030708
9897 11.9070250576 7723.55030716
9898 11.9070250576 7723.55030717
9899 11.9070250576 7723.5503071
9900 11.8764667736 7723.55030704
9901 11.8764667736 7723.56312588
9902 11.8764667736 7723.59756646
9903 11.8764667736 7723.63031308
9904 11.8764667736 7723.63933316
9905 11.8764667736 7723.62649675
9906 11.8764667736 7723.61418827
9907 11.8764667736 7723.62128495
9908 11.8764667736 7723.64446071
9909 11.8764667736 7723.66341146
9910 11.8764667736 7723.66290394
9911 11.8764667736 7723.64799353
9912 11.8764667736 7723.6374703
9913 11.8764667736 7723.64382913
9914 11.8764667736 7723.66112254
9915 11.8764667736 7723.67244467
9916 11.8764667736 7723.66797476
9917 11.8764667736 7723.65446254
9918 11.8764667736 7723.64716421
9919 11.8764667736 7723.65373755
9920 11.8764667736 7723.66705768
9921 11.8764667736 7723.67358196
9922 11.8764667736 7723.66760317
9923 11.8764667736 7723.65647272
9924 11.8764667736 7723.65216617
9925 11.8764667736 7723.65878268
9926 11.8764667736 7723.66897997
9927 11.8764667736 7723.6722962
9928 11.8764667736 7723.66601543
9929 11.8764667736 7723.65735013
9930 11.8764667736 7723.65537492
9931 11.8764667736 7723.66167324
9932 11.8764667736 7723.66929327
9933 11.8764667736 7723.67045088
9934 11.8764667736 7723.6645002
9935 11.8764667736 7723.65805601
9936 11.8764667736 7723.65773209
9937 11.8764667736 7723.66342486
9938 11.8764667736 7723.668923
9939 11.8764667736 7723.66867485
9940 11.8764667736 7723.66337835
9941 11.8764667736 7723.65880417
9942 11.8764667736 7723.65955458
9943 11.8764667736 7723.66447698
9944 11.8764667736 7723.66826623
9945 11.8764667736 7723.66716462
9946 11.8764667736 7723.66266273
9947 11.8764667736 7723.65959218
9948 11.8764667736 7723.6609679
9949 11.8764667736 7723.66506216
9950 11.8764667736 7723.66751508
9951 11.8764667736 7723.66596031
9952 11.8764667736 7723.66227913
9953 11.8764667736 7723.66037129
9954 11.8764667736 7723.66204278
9955 11.8764667736 7723.66532853
9956 11.8764667736 7723.66677102
9957 11.8764667736 7723.66504398
9958 11.8764667736 7723.66213971
9959 11.8764667736 7723.66109677
9960 11.8764667736 7723.66283531
9961 11.8764667736 7723.66538133
9962 11.8764667736 7723.66608858
9963 11.8764667736 7723.66437679
9964 11.8764667736 7723.66216614
9965 11.8764667736 7723.66173951
9966 11.8764667736 7723.66339662
9967 11.8764667736 7723.66529826
9968 11.8764667736 7723.6654947
9969 11.8764667736 7723.66391433
9970 11.8764667736 7723.66229558
9971 11.8764667736 7723.66228552
9972 11.8764667736 7723.66377383
9973 11.8764667736 7723.66513654
9974 11.8764667736 7723.66499901
9975 11.8764667736 7723.66361342
9976 11.8764667736 7723.66248068
9977 11.8764667736 7723.66273237
9978 11.8764667736 7723.66400908
9979 11.8764667736 7723.66493723
9980 11.8764667736 7723.66460026
9981 11.8764667736 7723.66343526
9982 11.8764667736 7723.6626876
9983 11.8764667736 7723.66308539
9984 11.8764667736 7723.66413873
9985 11.8764667736 7723.66472862
9986 11.8764667736 7723.66429065
9987 11.8764667736 7723.66334673
9988 11.8764667736 7723.66289352
9989 11.8764667736 7723.66335455
9990 11.8764667736 7723.66419303
9991 11.8764667736 7723.66452902
9992 11.8764667736 7723.66405894
9993 11.8764667736 7723.66332066
9994 11.8764667736 7723.66308416
9995 11.8764667736 7723.66355203
9996 11.8764667736 7723.66419626
9997 11.8764667736 7723.66434929
9998 11.8764667736 7723.66389251
9999 11.8764667736 7723.66333559
10000 11.8764667736 7723.66325169
10001 11.8764667736 7723.66369057
10002 11.8764667736 7723.66416727
10003 11.8764667736 7723.66419478
10004 11.8764667736 7723.66377882
10005 11.8764667736 7723.66337514
10006 11.8764667736 7723.66339282
10007 11.8764667736 7723.66378232
10008 11.8764667736 7723.66412016
10009 11.8764667736 7723.66406706
10010 11.8764667736 7723.66370627
10011 11.8764667736 7723.6634273
10012 11.8764667736 7723.66350737
10013 11.8764667736 7723.66383823
10014 11.8764667736 7723.66406503
10015 11.8764667736 7723.66396522
10016 11.8764667736 7723.66366465
10017 11.8764667736 7723.66348366
10018 11.8764667736 7723.66359712
10019 11.8764667736 7723.66386771
10020 11.8764667736 7723.66400882
10021 11.8764667736 7723.66388683
10022 11.8764667736 7723.66364537
10023 11.8764667736 7723.66353864
10024 11.8764667736 7723.66366495
10025 11.8764667736 7723.66387853
10026 11.8764667736 7723.66395592
10027 11.8764667736 7723.66382871
10028 11.8764667736 7723.66364145
10029 11.8764667736 7723.66358885
10030 11.8764667736 7723.66371422
10031 11.8764667736 7723.6638769
10032 11.8764667736 7723.66390885
10033 11.8764667736 7723.66378742
10034 11.8764667736 7723.66364745
10035 11.8764667736 7723.66363249
10036 11.8764667736 7723.66374837
10037 11.8764667736 7723.66386758
10038 11.8764667736 7723.66386879
10039 11.8764667736 7723.66375962
10040 11.8764667736 7723.66365922
10041 11.8764667736 7723.66366891
10042 11.8764667736 7723.6637706
10043 11.8764667736 7723.6638541
10044 11.8764667736 7723.66383597
10045 11.8764667736 7723.66374224
10046 11.8764667736 7723.66367378
10047 11.8764667736 7723.66369823
10048 11.8764667736 7723.66378379
10049 11.8764667736 7723.66383897
10050 11.8764667736 7723.66381001
10051 11.8764667736 7723.66373263
10052 11.8764667736 7723.66368905
10053 11.8764667736 7723.663721
10054 11.8764667736 7723.66379037
10055 11.8764667736 7723.6638239
10056 11.8764667736 7723.66379021
10057 11.8764667736 7723.66372857
10058 11.8764667736 7723.66370367
10059 11.8764667736 7723.66373806
10060 11.8764667736 7723.66379236
10061 11.8764667736 7723.66380992
10062 11.8764667736 7723.66377567
10063 11.8764667736 7723.66372827
10064 11.8764667736 7723.66371686
10065 11.8764667736 7723.66375032
10066 11.8764667736 7723.66379131
10067 11.8764667736 7723.66379763
10068 11.8764667736 7723.66376546
10069 11.8764667736 7723.66373036
10070 11.8764667736 7723.6637282
10071 11.8764667736 7723.66375871
10072 11.8764667736 7723.66378844
10073 11.8764667736 7723.66378726
10074 11.8764667736 7723.66375868
10075 11.8764667736 7723.66373379
10076 11.8764667736 7723.66373758
10077 11.8764667736 7723.66376407
10078 11.8764667736 7723.66378464
10079 11.8764667736 7723.66377884
10080 11.8764667736 7723.66375455
10081 11.8764667736 7723.66373782
10082 11.8764667736 7723.66374507
10083 11.8764667736 7723.66376715
10084 11.8764667736 7723.66378051
10085 11.8764667736 7723.66377224
10086 11.8764667736 7723.66375236
10087 11.8764667736 7723.66374193
10088 11.8764667736 7723.66375084
10089 11.8764667736 7723.66376859
10090 11.8764667736 7723.66377649
10091 11.8764667736 7723.66376725
10092 11.8764667736 7723.66375155
10093 11.8764667736 7723.66374581
10094 11.8764667736 7723.66375512
10095 11.8764667736 7723.66376889
10096 11.8764667736 7723.6637728
10097 11.8764667736 7723.66376362
10098 11.8764667736 7723.66375165
10099 11.8764667736 7723.66374926
10100 11.8764667736 7723.66375816
10101 11.8764667736 7723.66376846
